NAME,ratio,pct_<hs,pct_hs,pct_some_col,pct_ba,pct_grad,geoid
"Fulton County, New York",0.37,12.621761658031089,35.73834196891192,33.8860103626943,9.481865284974093,8.272020725388602,36035
"Rensselaer County, New York",0.8,8.373993986424443,29.090221638069174,32.393187014997935,17.25212005545453,12.890477305053924,36083
"Dutchess County, New York",0.99,9.451984447215905,26.241655050986722,29.114518377228375,19.394517399065855,15.797324725503142,36027
"Herkimer County, New York",0.45,10.051546391752577,37.03129276525864,31.9610437003923,12.095155551500776,8.860961591095704,36043
"St. Lawrence County, New York",0.49,11.27254509018036,36.90993097305723,28.1938877755511,11.539746158984636,12.083890002226676,36089
"Warren County, New York",0.75,8.346934505126596,31.83092697216991,29.817953546767107,16.216781753504918,13.787403222431472,36113
"Monroe County, New York",1.12,9.690385617407044,23.968768241705288,28.67605865553,20.862242559343084,16.80254492601458,36055
"Ulster County, New York",0.82,9.462641997352462,29.75017701566974,28.580334328725794,17.85626327617523,14.35058338207678,36111
"Livingston County, New York",0.59,10.314615690959778,32.8835476843067,31.42408695855881,13.587274814346287,11.790474851828424,36051
"Greene County, New York",0.43,12.76709854066108,38.179919270612814,26.970954356846473,12.874361362802384,9.207666469077258,36039
"Allegany County, New York",0.43,10.024871497264137,36.650638368429775,33.089039960205604,10.04808489471066,10.18736527938982,36003
"Cattaraugus County, New York",0.38,11.521780124457855,39.35319630397888,30.01131435036772,10.610974919856684,8.502734301338863,36009
"Schenectady County, New York",0.8,9.705497382198953,29.340875093492897,29.55871353777113,17.778608825729243,13.616305160807778,36093
"Yates County, New York",0.51,13.77959872266072,34.00012050370549,27.812255226848226,13.930228354521901,10.477797192263662,36123
